time_entry_id,engagement_id,client_id,staff_id,staff_level,week_start_date,hours_logged,billing_rate_per_hr,cost_rate_per_hr,billed_amount,cost_amount
T101544,E10009,C1005,S1023,Senior Manager,2025-10-09,8.6,320,140,2752.0,1204.0
T101545,E10009,C1005,S1023,Senior Manager,2025-10-16,7.2,320,140,2304.0,1008.0
T101546,E10009,C1005,S1023,Senior Manager,2025-10-23,2.8,320,140,896.0,392.0
T101547,E10009,C1005,S1023,Senior Manager,2025-10-30,8.0,320,140,2560.0,1120.0
T101548,E10009,C1005,S1023,Senior Manager,2025-11-06,9.0,320,140,2880.0,1260.0
T101549,E10009,C1005,S1023,Senior Manager,2025-11-13,7.2,320,140,2304.0,1008.0
T101550,E10009,C1005,S1023,Senior Manager,2025-11-20,5.2,320,140,1664.0,728.0
T101551,E10009,C1005,S1023,Senior Manager,2025-11-27,6.8,320,140,2176.0,952.0
T101552,E10009,C1005,S1023,Senior Manager,2025-12-04,4.5,320,140,1440.0,630.0
T101553,E10009,C1005,S1062,Manager,2025-05-01,4.7,250,110,1175.0,517.0
T101554,E10009,C1005,S1062,Manager,2025-05-08,5.4,250,110,1350.0,594.0
T101555,E10009,C1005,S1062,Manager,2025-05-15,2.4,250,110,600.0,264.0
T101556,E10009,C1005,S1062,Manager,2025-06-05,6.4,250,110,1600.0,704.0
T101557,E10009,C1005,S1062,Manager,2025-06-19,5.2,250,110,1300.0,572.0
T101558,E10009,C1005,S1062,Manager,2025-06-26,8.0,250,110,2000.0,880.0
T101559,E10009,C1005,S1062,Manager,2025-07-03,6.8,250,110,1700.0,748.0
T101560,E10009,C1005,S1062,Manager,2025-07-10,9.4,250,110,2350.0,1034.0
T101561,E10009,C1005,S1062,Manager,2025-07-17,0.8,250,110,200.0,88.0
T101562,E10009,C1005,S1062,Manager,2025-07-24,5.6,250,110,1400.0,616.0
T101563,E10009,C1005,S1062,Manager,2025-07-31,4.2,250,110,1050.0,462.0
T101564,E10009,C1005,S1062,Manager,2025-08-07,6.7,250,110,1675.0,737.0
T101565,E10009,C1005,S1062,Manager,2025-08-21,4.3,250,110,1075.0,473.0
T101566,E10009,C1005,S1062,Manager,2025-08-28,1.0,250,110,250.0,110.0
T101567,E10009,C1005,S1062,Manager,2025-09-04,10.1,250,110,2525.0,1111.0
T101568,E10009,C1005,S1062,Manager,2025-09-11,6.2,250,110,1550.0,682.0
T101569,E10009,C1005,S1062,Manager,2025-09-18,6.3,250,110,1575.0,693.0
T101570,E10009,C1005,S1062,Manager,2025-09-25,4.6,250,110,1150.0,506.0
T101571,E10009,C1005,S1062,Manager,2025-10-02,5.1,250,110,1275.0,561.0
T101572,E10009,C1005,S1062,Manager,2025-10-09,6.2,250,110,1550.0,682.0
T101573,E10009,C1005,S1062,Manager,2025-10-23,7.1,250,110,1775.0,781.0
T101574,E10009,C1005,S1062,Manager,2025-10-30,4.0,250,110,1000.0,440.0
T101575,E10009,C1005,S1062,Manager,2025-11-06,7.8,250,110,1950.0,858.0
T101576,E10009,C1005,S1062,Manager,2025-11-13,6.6,250,110,1650.0,726.0
T101577,E10009,C1005,S1062,Manager,2025-11-20,5.6,250,110,1400.0,616.0
T101578,E10009,C1005,S1062,Manager,2025-11-27,7.5,250,110,1875.0,825.0
T101579,E10009,C1005,S1067,Manager,2025-05-08,6.9,250,110,1725.0,759.0
T101580,E10009,C1005,S1067,Manager,2025-05-22,4.1,250,110,1025.0,451.0
T101581,E10009,C1005,S1067,Manager,2025-05-29,6.6,250,110,1650.0,726.0
T101582,E10009,C1005,S1067,Manager,2025-06-19,5.7,250,110,1425.0,627.0
T101583,E10009,C1005,S1067,Manager,2025-07-03,5.1,250,110,1275.0,561.0
T101584,E10009,C1005,S1067,Manager,2025-07-10,5.7,250,110,1425.0,627.0
T101585,E10009,C1005,S1067,Manager,2025-07-17,4.6,250,110,1150.0,506.0
T101586,E10009,C1005,S1067,Manager,2025-07-31,6.4,250,110,1600.0,704.0
T101587,E10009,C1005,S1067,Manager,2025-08-07,1.9,250,110,475.0,209.0
T101588,E10009,C1005,S1067,Manager,2025-08-21,1.4,250,110,350.0,154.0
T101589,E10009,C1005,S1067,Manager,2025-08-28,5.2,250,110,1300.0,572.0
T101590,E10009,C1005,S1067,Manager,2025-09-04,3.8,250,110,950.0,418.0
T101591,E10009,C1005,S1067,Manager,2025-09-11,7.8,250,110,1950.0,858.0
T101592,E10009,C1005,S1067,Manager,2025-09-18,5.2,250,110,1300.0,572.0
T101593,E10009,C1005,S1067,Manager,2025-09-25,6.1,250,110,1525.0,671.0
T101594,E10009,C1005,S1067,Manager,2025-10-16,4.2,250,110,1050.0,462.0
T101595,E10009,C1005,S1067,Manager,2025-10-23,5.7,250,110,1425.0,627.0
T101596,E10009,C1005,S1067,Manager,2025-11-06,8.3,250,110,2075.0,913.0
T101597,E10009,C1005,S1067,Manager,2025-11-20,5.3,250,110,1325.0,583.0
T101598,E10009,C1005,S1067,Manager,2025-11-27,5.5,250,110,1375.0,605.0
T101599,E10009,C1005,S1067,Manager,2025-12-04,8.3,250,110,2075.0,913.0
T101600,E10009,C1005,S1065,Manager,2025-05-01,6.3,250,110,1575.0,693.0
T101601,E10009,C1005,S1065,Manager,2025-05-08,5.2,250,110,1300.0,572.0
T101602,E10009,C1005,S1065,Manager,2025-05-15,4.9,250,110,1225.0,539.0
T101603,E10009,C1005,S1065,Manager,2025-05-22,4.9,250,110,1225.0,539.0
T101604,E10009,C1005,S1065,Manager,2025-05-29,6.1,250,110,1525.0,671.0
T101605,E10009,C1005,S1065,Manager,2025-06-12,4.7,250,110,1175.0,517.0
T101606,E10009,C1005,S1065,Manager,2025-06-19,2.7,250,110,675.0,297.0
T101607,E10009,C1005,S1065,Manager,2025-06-26,7.3,250,110,1825.0,803.0
T101608,E10009,C1005,S1065,Manager,2025-07-03,8.3,250,110,2075.0,913.0
T101609,E10009,C1005,S1065,Manager,2025-07-10,9.7,250,110,2425.0,1067.0
T101610,E10009,C1005,S1065,Manager,2025-07-17,4.7,250,110,1175.0,517.0
T101611,E10009,C1005,S1065,Manager,2025-07-24,3.5,250,110,875.0,385.0
T101612,E10009,C1005,S1065,Manager,2025-07-31,7.6,250,110,1900.0,836.0
T101613,E10009,C1005,S1065,Manager,2025-08-14,6.8,250,110,1700.0,748.0
T101614,E10009,C1005,S1065,Manager,2025-08-21,9.7,250,110,2425.0,1067.0
T101615,E10009,C1005,S1065,Manager,2025-09-04,8.5,250,110,2125.0,935.0
T101616,E10009,C1005,S1065,Manager,2025-09-18,7.2,250,110,1800.0,792.0
T101617,E10009,C1005,S1065,Manager,2025-09-25,6.8,250,110,1700.0,748.0
T101618,E10009,C1005,S1065,Manager,2025-10-02,6.3,250,110,1575.0,693.0
T101619,E10009,C1005,S1065,Manager,2025-10-09,5.7,250,110,1425.0,627.0
T101620,E10009,C1005,S1065,Manager,2025-10-16,7.0,250,110,1750.0,770.0
T101621,E10009,C1005,S1065,Manager,2025-10-23,4.2,250,110,1050.0,462.0
T101622,E10009,C1005,S1065,Manager,2025-10-30,7.7,250,110,1925.0,847.0
T101623,E10009,C1005,S1065,Manager,2025-11-06,5.9,250,110,1475.0,649.0
T101624,E10009,C1005,S1065,Manager,2025-11-13,5.9,250,110,1475.0,649.0
T101625,E10009,C1005,S1065,Manager,2025-11-27,9.2,250,110,2300.0,1012.0
T101626,E10009,C1005,S1065,Manager,2025-12-04,4.7,250,110,1175.0,517.0
T101627,E10009,C1005,S1102,Senior Associate,2025-05-01,9.1,180,85,1638.0,773.5
T101628,E10009,C1005,S1102,Senior Associate,2025-05-08,7.8,180,85,1404.0,663.0
T101629,E10009,C1005,S1102,Senior Associate,2025-05-15,15.0,180,85,2700.0,1275.0
T101630,E10009,C1005,S1102,Senior Associate,2025-05-22,7.2,180,85,1296.0,612.0
T101631,E10009,C1005,S1102,Senior Associate,2025-05-29,5.7,180,85,1026.0,484.5
T101632,E10009,C1005,S1102,Senior Associate,2025-06-05,10.1,180,85,1818.0,858.5
T101633,E10009,C1005,S1102,Senior Associate,2025-06-19,12.3,180,85,2214.0,1045.5
T101634,E10009,C1005,S1102,Senior Associate,2025-06-26,10.7,180,85,1926.0,909.5
T101635,E10009,C1005,S1102,Senior Associate,2025-07-10,12.7,180,85,2286.0,1079.5
T101636,E10009,C1005,S1102,Senior Associate,2025-07-17,8.6,180,85,1548.0,731.0
T101637,E10009,C1005,S1102,Senior Associate,2025-07-24,7.3,180,85,1314.0,620.5
T101638,E10009,C1005,S1102,Senior Associate,2025-07-31,10.2,180,85,1836.0,867.0
T101639,E10009,C1005,S1102,Senior Associate,2025-08-14,7.4,180,85,1332.0,629.0
T101640,E10009,C1005,S1102,Senior Associate,2025-08-21,6.5,180,85,1170.0,552.5
T101641,E10009,C1005,S1102,Senior Associate,2025-08-28,12.9,180,85,2322.0,1096.5
T101642,E10009,C1005,S1102,Senior Associate,2025-09-04,16.0,180,85,2880.0,1360.0
T101643,E10009,C1005,S1102,Senior Associate,2025-09-11,6.1,180,85,1098.0,518.5
T101644,E10009,C1005,S1102,Senior Associate,2025-09-18,14.8,180,85,2664.0,1258.0
T101645,E10009,C1005,S1102,Senior Associate,2025-09-25,16.5,180,85,2970.0,1402.5
T101646,E10009,C1005,S1102,Senior Associate,2025-10-02,14.6,180,85,2628.0,1241.0
T101647,E10009,C1005,S1102,Senior Associate,2025-10-09,10.5,180,85,1890.0,892.5
T101648,E10009,C1005,S1102,Senior Associate,2025-10-30,15.0,180,85,2700.0,1275.0
T101649,E10009,C1005,S1102,Senior Associate,2025-11-20,15.4,180,85,2772.0,1309.0
T101650,E10009,C1005,S1102,Senior Associate,2025-11-27,10.2,180,85,1836.0,867.0
T101651,E10009,C1005,S1136,Senior Associate,2025-05-08,11.4,180,85,2052.0,969.0
T101652,E10009,C1005,S1136,Senior Associate,2025-05-15,4.3,180,85,774.0,365.5
T101653,E10009,C1005,S1136,Senior Associate,2025-05-22,3.5,180,85,630.0,297.5
T101654,E10009,C1005,S1136,Senior Associate,2025-05-29,11.4,180,85,2052.0,969.0
T101655,E10009,C1005,S1136,Senior Associate,2025-06-05,10.4,180,85,1872.0,884.0
T101656,E10009,C1005,S1136,Senior Associate,2025-06-12,10.4,180,85,1872.0,884.0
T101657,E10009,C1005,S1136,Senior Associate,2025-06-26,10.0,180,85,1800.0,850.0
T101658,E10009,C1005,S1136,Senior Associate,2025-07-03,14.2,180,85,2556.0,1207.0
T101659,E10009,C1005,S1136,Senior Associate,2025-07-10,7.2,180,85,1296.0,612.0
T101660,E10009,C1005,S1136,Senior Associate,2025-07-17,7.0,180,85,1260.0,595.0
T101661,E10009,C1005,S1136,Senior Associate,2025-07-31,12.2,180,85,2196.0,1037.0
T101662,E10009,C1005,S1136,Senior Associate,2025-08-07,17.1,180,85,3078.0,1453.5
T101663,E10009,C1005,S1136,Senior Associate,2025-08-14,4.8,180,85,864.0,408.0
T101664,E10009,C1005,S1136,Senior Associate,2025-08-21,9.9,180,85,1782.0,841.5
T101665,E10009,C1005,S1136,Senior Associate,2025-09-11,12.5,180,85,2250.0,1062.5
T101666,E10009,C1005,S1136,Senior Associate,2025-09-18,11.7,180,85,2106.0,994.5
T101667,E10009,C1005,S1136,Senior Associate,2025-10-02,11.2,180,85,2016.0,952.0
T101668,E10009,C1005,S1136,Senior Associate,2025-10-16,8.9,180,85,1602.0,756.5
T101669,E10009,C1005,S1136,Senior Associate,2025-10-23,7.6,180,85,1368.0,646.0
T101670,E10009,C1005,S1136,Senior Associate,2025-10-30,9.2,180,85,1656.0,782.0
T101671,E10009,C1005,S1136,Senior Associate,2025-11-06,15.3,180,85,2754.0,1300.5
T101672,E10009,C1005,S1136,Senior Associate,2025-11-13,11.0,180,85,1980.0,935.0
T101673,E10009,C1005,S1136,Senior Associate,2025-11-20,11.3,180,85,2034.0,960.5
T101674,E10009,C1005,S1136,Senior Associate,2025-11-27,9.6,180,85,1728.0,816.0
T101675,E10009,C1005,S1136,Senior Associate,2025-12-04,10.2,180,85,1836.0,867.0
T101676,E10009,C1005,S1107,Senior Associate,2025-05-01,13.6,180,85,2448.0,1156.0
T101677,E10009,C1005,S1107,Senior Associate,2025-05-08,11.4,180,85,2052.0,969.0
T101678,E10009,C1005,S1107,Senior Associate,2025-05-22,14.8,180,85,2664.0,1258.0
T101679,E10009,C1005,S1107,Senior Associate,2025-05-29,14.4,180,85,2592.0,1224.0
T101680,E10009,C1005,S1107,Senior Associate,2025-06-05,8.5,180,85,1530.0,722.5
T101681,E10009,C1005,S1107,Senior Associate,2025-06-12,11.6,180,85,2088.0,986.0
T101682,E10009,C1005,S1107,Senior Associate,2025-06-19,10.8,180,85,1944.0,918.0
T101683,E10009,C1005,S1107,Senior Associate,2025-07-03,11.5,180,85,2070.0,977.5
T101684,E10009,C1005,S1107,Senior Associate,2025-07-17,10.1,180,85,1818.0,858.5
T101685,E10009,C1005,S1107,Senior Associate,2025-07-24,14.4,180,85,2592.0,1224.0
T101686,E10009,C1005,S1107,Senior Associate,2025-07-31,6.7,180,85,1206.0,569.5
T101687,E10009,C1005,S1107,Senior Associate,2025-08-07,9.9,180,85,1782.0,841.5
T101688,E10009,C1005,S1107,Senior Associate,2025-08-14,9.6,180,85,1728.0,816.0
T101689,E10009,C1005,S1107,Senior Associate,2025-08-21,12.7,180,85,2286.0,1079.5
T101690,E10009,C1005,S1107,Senior Associate,2025-08-28,11.1,180,85,1998.0,943.5
T101691,E10009,C1005,S1107,Senior Associate,2025-09-04,3.2,180,85,576.0,272.0
T101692,E10009,C1005,S1107,Senior Associate,2025-10-02,8.7,180,85,1566.0,739.5
T101693,E10009,C1005,S1107,Senior Associate,2025-10-09,12.5,180,85,2250.0,1062.5
T101694,E10009,C1005,S1107,Senior Associate,2025-10-16,6.4,180,85,1152.0,544.0
T101695,E10009,C1005,S1107,Senior Associate,2025-10-23,19.5,180,85,3510.0,1657.5
T101696,E10009,C1005,S1107,Senior Associate,2025-10-30,17.2,180,85,3096.0,1462.0
T101697,E10009,C1005,S1107,Senior Associate,2025-11-06,8.6,180,85,1548.0,731.0
T101698,E10009,C1005,S1107,Senior Associate,2025-11-13,13.4,180,85,2412.0,1139.0
T101699,E10009,C1005,S1107,Senior Associate,2025-11-20,8.7,180,85,1566.0,739.5
T101700,E10009,C1005,S1107,Senior Associate,2025-11-27,13.3,180,85,2394.0,1130.5
T101701,E10009,C1005,S1199,Associate,2025-05-01,5.9,130,60,767.0,354.0
T101702,E10009,C1005,S1199,Associate,2025-05-08,12.4,130,60,1612.0,744.0
T101703,E10009,C1005,S1199,Associate,2025-05-15,14.1,130,60,1833.0,846.0
T101704,E10009,C1005,S1199,Associate,2025-05-22,12.9,130,60,1677.0,774.0
T101705,E10009,C1005,S1199,Associate,2025-05-29,6.3,130,60,819.0,378.0
T101706,E10009,C1005,S1199,Associate,2025-06-12,21.5,130,60,2795.0,1290.0
T101707,E10009,C1005,S1199,Associate,2025-07-03,8.7,130,60,1131.0,522.0
T101708,E10009,C1005,S1199,Associate,2025-07-10,10.0,130,60,1300.0,600.0
T101709,E10009,C1005,S1199,Associate,2025-07-17,21.0,130,60,2730.0,1260.0
T101710,E10009,C1005,S1199,Associate,2025-07-24,12.0,130,60,1560.0,720.0
T101711,E10009,C1005,S1199,Associate,2025-07-31,10.3,130,60,1339.0,618.0
T101712,E10009,C1005,S1199,Associate,2025-08-14,13.6,130,60,1768.0,816.0
T101713,E10009,C1005,S1199,Associate,2025-08-21,19.2,130,60,2496.0,1152.0
T101714,E10009,C1005,S1199,Associate,2025-08-28,11.9,130,60,1547.0,714.0
T101715,E10009,C1005,S1199,Associate,2025-09-04,7.9,130,60,1027.0,474.0
T101716,E10009,C1005,S1199,Associate,2025-09-11,8.8,130,60,1144.0,528.0
T101717,E10009,C1005,S1199,Associate,2025-09-18,9.1,130,60,1183.0,546.0
T101718,E10009,C1005,S1199,Associate,2025-10-02,13.1,130,60,1703.0,786.0
T101719,E10009,C1005,S1199,Associate,2025-10-09,0.9,130,60,117.0,54.0
T101720,E10009,C1005,S1199,Associate,2025-10-23,13.4,130,60,1742.0,804.0
T101721,E10009,C1005,S1199,Associate,2025-10-30,4.7,130,60,611.0,282.0
T101722,E10009,C1005,S1199,Associate,2025-11-13,6.1,130,60,793.0,366.0
T101723,E10009,C1005,S1199,Associate,2025-11-20,13.7,130,60,1781.0,822.0
T101724,E10009,C1005,S1199,Associate,2025-11-27,14.9,130,60,1937.0,894.0
T101725,E10009,C1005,S1202,Associate,2025-05-01,16.9,130,60,2197.0,1014.0
T101726,E10009,C1005,S1202,Associate,2025-05-08,16.6,130,60,2158.0,996.0
T101727,E10009,C1005,S1202,Associate,2025-05-15,8.3,130,60,1079.0,498.0
T101728,E10009,C1005,S1202,Associate,2025-05-22,7.9,130,60,1027.0,474.0
T101729,E10009,C1005,S1202,Associate,2025-05-29,7.3,130,60,949.0,438.0
T101730,E10009,C1005,S1202,Associate,2025-06-05,10.6,130,60,1378.0,636.0
T101731,E10009,C1005,S1202,Associate,2025-06-12,11.9,130,60,1547.0,714.0
T101732,E10009,C1005,S1202,Associate,2025-06-19,14.6,130,60,1898.0,876.0
T101733,E10009,C1005,S1202,Associate,2025-06-26,13.0,130,60,1690.0,780.0
T101734,E10009,C1005,S1202,Associate,2025-07-03,12.9,130,60,1677.0,774.0
T101735,E10009,C1005,S1202,Associate,2025-07-10,15.8,130,60,2054.0,948.0
T101736,E10009,C1005,S1202,Associate,2025-07-17,7.1,130,60,923.0,426.0
T101737,E10009,C1005,S1202,Associate,2025-07-24,5.4,130,60,702.0,324.0
T101738,E10009,C1005,S1202,Associate,2025-08-07,10.5,130,60,1365.0,630.0
T101739,E10009,C1005,S1202,Associate,2025-08-14,13.2,130,60,1716.0,792.0
T101740,E10009,C1005,S1202,Associate,2025-08-21,12.8,130,60,1664.0,768.0
T101741,E10009,C1005,S1202,Associate,2025-08-28,13.0,130,60,1690.0,780.0
T101742,E10009,C1005,S1202,Associate,2025-09-18,11.4,130,60,1482.0,684.0
T101743,E10009,C1005,S1202,Associate,2025-09-25,6.4,130,60,832.0,384.0
T101744,E10009,C1005,S1202,Associate,2025-10-02,11.1,130,60,1443.0,666.0
T101745,E10009,C1005,S1202,Associate,2025-10-16,9.9,130,60,1287.0,594.0
T101746,E10009,C1005,S1202,Associate,2025-10-30,3.2,130,60,416.0,192.0
T101747,E10009,C1005,S1202,Associate,2025-11-06,19.0,130,60,2470.0,1140.0
T101748,E10009,C1005,S1202,Associate,2025-11-13,11.1,130,60,1443.0,666.0
T101749,E10009,C1005,S1202,Associate,2025-11-20,18.6,130,60,2418.0,1116.0
T101750,E10009,C1005,S1202,Associate,2025-11-27,12.5,130,60,1625.0,750.0
T101751,E10009,C1005,S1202,Associate,2025-12-04,7.3,130,60,949.0,438.0
T101752,E10009,C1005,S1153,Associate,2025-05-08,7.9,130,60,1027.0,474.0
T101753,E10009,C1005,S1153,Associate,2025-05-15,11.1,130,60,1443.0,666.0
T101754,E10009,C1005,S1153,Associate,2025-05-22,12.9,130,60,1677.0,774.0
T101755,E10009,C1005,S1153,Associate,2025-06-05,12.8,130,60,1664.0,768.0
T101756,E10009,C1005,S1153,Associate,2025-06-12,8.8,130,60,1144.0,528.0
T101757,E10009,C1005,S1153,Associate,2025-06-19,12.4,130,60,1612.0,744.0
T101758,E10009,C1005,S1153,Associate,2025-06-26,10.3,130,60,1339.0,618.0
T101759,E10009,C1005,S1153,Associate,2025-07-17,7.8,130,60,1014.0,468.0
T101760,E10009,C1005,S1153,Associate,2025-07-24,13.2,130,60,1716.0,792.0
T101761,E10009,C1005,S1153,Associate,2025-07-31,9.5,130,60,1235.0,570.0
T101762,E10009,C1005,S1153,Associate,2025-08-07,11.9,130,60,1547.0,714.0
T101763,E10009,C1005,S1153,Associate,2025-08-14,7.8,130,60,1014.0,468.0
T101764,E10009,C1005,S1153,Associate,2025-08-28,6.1,130,60,793.0,366.0
T101765,E10009,C1005,S1153,Associate,2025-09-04,13.5,130,60,1755.0,810.0
T101766,E10009,C1005,S1153,Associate,2025-09-18,11.9,130,60,1547.0,714.0
T101767,E10009,C1005,S1153,Associate,2025-09-25,14.9,130,60,1937.0,894.0
T101768,E10009,C1005,S1153,Associate,2025-10-02,12.8,130,60,1664.0,768.0
T101769,E10009,C1005,S1153,Associate,2025-10-09,7.7,130,60,1001.0,462.0
T101770,E10009,C1005,S1153,Associate,2025-10-16,16.1,130,60,2093.0,966.0
T101771,E10009,C1005,S1153,Associate,2025-10-30,11.0,130,60,1430.0,660.0
T101772,E10009,C1005,S1153,Associate,2025-11-13,15.1,130,60,1963.0,906.0
T101773,E10009,C1005,S1153,Associate,2025-11-20,9.7,130,60,1261.0,582.0
T101774,E10009,C1005,S1153,Associate,2025-11-27,15.6,130,60,2028.0,936.0
T101775,E10009,C1005,S1154,Associate,2025-05-01,10.8,130,60,1404.0,648.0
T101776,E10009,C1005,S1154,Associate,2025-05-08,21.5,130,60,2795.0,1290.0
T101777,E10009,C1005,S1154,Associate,2025-05-15,9.8,130,60,1274.0,588.0
T101778,E10009,C1005,S1154,Associate,2025-05-29,8.1,130,60,1053.0,486.0
T101779,E10009,C1005,S1154,Associate,2025-06-05,9.8,130,60,1274.0,588.0
T101780,E10009,C1005,S1154,Associate,2025-06-19,10.4,130,60,1352.0,624.0
T101781,E10009,C1005,S1154,Associate,2025-06-26,6.1,130,60,793.0,366.0
T101782,E10009,C1005,S1154,Associate,2025-07-03,12.8,130,60,1664.0,768.0
T101783,E10009,C1005,S1154,Associate,2025-07-10,3.5,130,60,455.0,210.0
T101784,E10009,C1005,S1154,Associate,2025-07-17,12.9,130,60,1677.0,774.0
T101785,E10009,C1005,S1154,Associate,2025-07-24,10.7,130,60,1391.0,642.0
T101786,E10009,C1005,S1154,Associate,2025-07-31,9.9,130,60,1287.0,594.0
T101787,E10009,C1005,S1154,Associate,2025-08-07,4.8,130,60,624.0,288.0
T101788,E10009,C1005,S1154,Associate,2025-08-14,16.4,130,60,2132.0,984.0
T101789,E10009,C1005,S1154,Associate,2025-08-21,9.3,130,60,1209.0,558.0
T101790,E10009,C1005,S1154,Associate,2025-08-28,13.5,130,60,1755.0,810.0
T101791,E10009,C1005,S1154,Associate,2025-09-04,7.9,130,60,1027.0,474.0
T101792,E10009,C1005,S1154,Associate,2025-09-18,9.6,130,60,1248.0,576.0
T101793,E10009,C1005,S1154,Associate,2025-09-25,14.3,130,60,1859.0,858.0
T101794,E10009,C1005,S1154,Associate,2025-10-02,10.8,130,60,1404.0,648.0
T101795,E10009,C1005,S1154,Associate,2025-10-09,5.9,130,60,767.0,354.0
T101796,E10009,C1005,S1154,Associate,2025-10-16,13.5,130,60,1755.0,810.0
T101797,E10009,C1005,S1154,Associate,2025-10-23,10.2,130,60,1326.0,612.0
T101798,E10009,C1005,S1154,Associate,2025-10-30,14.8,130,60,1924.0,888.0
T101799,E10009,C1005,S1154,Associate,2025-11-13,15.8,130,60,2054.0,948.0
T101800,E10009,C1005,S1154,Associate,2025-11-20,13.2,130,60,1716.0,792.0
T101801,E10009,C1005,S1154,Associate,2025-11-27,13.3,130,60,1729.0,798.0
T101802,E10009,C1005,S1154,Associate,2025-12-04,9.1,130,60,1183.0,546.0
T101803,E10010,C1006,S1009,Partner,2024-11-08,10.9,450,180,4905.0,1962.0
T101804,E10010,C1006,S1009,Partner,2024-11-15,11.4,450,180,5130.0,2052.0
T101805,E10010,C1006,S1009,Partner,2024-11-22,7.9,450,180,3555.0,1422.0
T101806,E10010,C1006,S1009,Partner,2024-12-06,11.7,450,180,5265.0,2106.0
T101807,E10010,C1006,S1009,Partner,2024-12-13,10.1,450,180,4545.0,1818.0
T101808,E10010,C1006,S1009,Partner,2024-12-20,8.1,450,180,3645.0,1458.0
T101809,E10010,C1006,S1009,Partner,2025-01-10,9.2,450,180,4140.0,1656.0
T101810,E10010,C1006,S1009,Partner,2025-01-17,7.3,450,180,3285.0,1314.0
T101811,E10010,C1006,S1009,Partner,2025-01-31,13.1,450,180,5895.0,2358.0
T101812,E10010,C1006,S1009,Partner,2025-02-07,8.3,450,180,3735.0,1494.0
T101813,E10010,C1006,S1035,Senior Manager,2024-11-01,2.2,320,140,704.0,308.0
T101814,E10010,C1006,S1035,Senior Manager,2024-11-08,2.4,320,140,768.0,336.0
T101815,E10010,C1006,S1035,Senior Manager,2024-11-22,7.8,320,140,2496.0,1092.0
T101816,E10010,C1006,S1035,Senior Manager,2024-11-29,5.0,320,140,1600.0,700.0
T101817,E10010,C1006,S1035,Senior Manager,2024-12-06,4.8,320,140,1536.0,672.0
T101818,E10010,C1006,S1035,Senior Manager,2024-12-13,5.0,320,140,1600.0,700.0
T101819,E10010,C1006,S1035,Senior Manager,2024-12-20,4.7,320,140,1504.0,658.0
T101820,E10010,C1006,S1035,Senior Manager,2024-12-27,4.0,320,140,1280.0,560.0
T101821,E10010,C1006,S1035,Senior Manager,2025-01-03,3.5,320,140,1120.0,490.0
T101822,E10010,C1006,S1035,Senior Manager,2025-01-10,4.2,320,140,1344.0,588.0
T101823,E10010,C1006,S1035,Senior Manager,2025-01-24,3.5,320,140,1120.0,490.0
T101824,E10010,C1006,S1035,Senior Manager,2025-01-31,4.5,320,140,1440.0,630.0
T101825,E10010,C1006,S1035,Senior Manager,2025-02-07,5.7,320,140,1824.0,798.0
T101826,E10010,C1006,S1027,Senior Manager,2024-11-01,9.5,320,140,3040.0,1330.0
T101827,E10010,C1006,S1027,Senior Manager,2024-11-08,3.9,320,140,1248.0,546.0
T101828,E10010,C1006,S1027,Senior Manager,2024-11-15,3.8,320,140,1216.0,532.0
T101829,E10010,C1006,S1027,Senior Manager,2024-11-22,5.7,320,140,1824.0,798.0
T101830,E10010,C1006,S1027,Senior Manager,2024-11-29,2.5,320,140,800.0,350.0
T101831,E10010,C1006,S1027,Senior Manager,2024-12-13,4.3,320,140,1376.0,602.0
T101832,E10010,C1006,S1027,Senior Manager,2024-12-27,4.0,320,140,1280.0,560.0
T101833,E10010,C1006,S1027,Senior Manager,2025-01-03,4.6,320,140,1472.0,644.0
T101834,E10010,C1006,S1027,Senior Manager,2025-01-10,4.2,320,140,1344.0,588.0
T101835,E10010,C1006,S1027,Senior Manager,2025-01-17,1.2,320,140,384.0,168.0
T101836,E10010,C1006,S1027,Senior Manager,2025-01-31,7.8,320,140,2496.0,1092.0
T101837,E10010,C1006,S1027,Senior Manager,2025-02-07,2.0,320,140,640.0,280.0
T101838,E10010,C1006,S1062,Manager,2024-11-01,5.2,250,110,1300.0,572.0
T101839,E10010,C1006,S1062,Manager,2024-11-08,2.0,250,110,500.0,220.0
T101840,E10010,C1006,S1062,Manager,2024-11-15,7.7,250,110,1925.0,847.0
T101841,E10010,C1006,S1062,Manager,2024-11-22,6.6,250,110,1650.0,726.0
T101842,E10010,C1006,S1062,Manager,2024-11-29,7.6,250,110,1900.0,836.0
T101843,E10010,C1006,S1062,Manager,2024-12-20,6.1,250,110,1525.0,671.0
T101844,E10010,C1006,S1062,Manager,2024-12-27,7.4,250,110,1850.0,814.0
T101845,E10010,C1006,S1062,Manager,2025-01-03,5.1,250,110,1275.0,561.0
T101846,E10010,C1006,S1062,Manager,2025-01-10,2.5,250,110,625.0,275.0
T101847,E10010,C1006,S1062,Manager,2025-01-17,3.9,250,110,975.0,429.0
T101848,E10010,C1006,S1062,Manager,2025-01-24,7.5,250,110,1875.0,825.0
T101849,E10010,C1006,S1062,Manager,2025-01-31,8.6,250,110,2150.0,946.0
T101850,E10010,C1006,S1062,Manager,2025-02-07,4.6,250,110,1150.0,506.0
T101851,E10010,C1006,S1076,Manager,2024-11-08,1.5,250,110,375.0,165.0
